Dish,confidence
cheap drinks,0.10528338
big menu,0.10528338
user local photos,0.105221053
rice and noodle dishes,0.105136541
fried noodles with chicken,0.105136541
vegas' chinatown,0.104911119
heat lamp,0.10486391
yum soup,0.104861191
won't be disappointed,0.104827586
south phoenix,0.104827586
keep me coming,0.104827586
filled me up,0.104827586
does not disappoint,0.104827586
cooked just right,0.104827586
for egg drop,0.104761905
favourite chinese,0.104714354
soup tasted,0.104688142
fish dish,0.104688142
pretty attentive,0.104094191
place the prices,0.103968254
food the staff,0.103968254
average tasting,0.103744344
won ton soup is,0.103654762
super impressed,0.103516693
japanese style,0.103516693
pepper pork,0.103361191
chou's kitchen,0.103257576
jerk chicken fried,0.103218031
spare ribs in black,0.103184426
solely based,0.103108553
ate lunch,0.102902427
vegas style,0.102879544
tao's chicken,0.102827786
sour chicken fried,0.102816318
rice egg,0.102816318
orange chicken sweet,0.102816318
orange chicken orange,0.102816318
fried rice egg rolls,0.102816318
fried rice egg roll,0.102816318
fried rice black,0.102816318
chicken sesame chicken,0.102816318
chicken orange,0.102816318
chicken lemon chicken,0.102816318
chicken kung pao chicken,0.102816318
chicken jerk fried,0.102816318
chicken general,0.102816318
beef orange chicken,0.102816318
beef kung pao chicken,0.102816318
jade red chicken is,0.102783605
soup inside,0.102651801
soybean milk,0.102387518
heat lamps,0.102387518
health inspection,0.102387518
doggie bag,0.102387518
egg fried,0.102142075
feeling hungry,0.101955453
beans with xo sauce,0.101718031
tea ice cream,0.101687148
sum restaurants,0.101687148
love love,0.101687148
hour menu,0.101687148
combination fried,0.101687148
bad meal,0.101687148
zhou beef noodle,0.101653543
chicken combo,0.101546837
pineapple fried,0.101174328
egg foo young was,0.101046066
kong style pan fried,0.100621574
shrimp lo,0.100497959
soy sauce chicken,0.100080442
shrimp inside,0.100072757
bbq pork noodle,0.100072757
worth a try if you,0.1
when i'm in the mood,0.1
variety of asian,0.1
to eat chinese food,0.1
this is one of those places,0.1
the best chinese food in town,0.1
taste of the food,0.1
staff is very nice,0.1
staff is very attentive,0.1
spend more than,0.1
special about this place,0.1
sour soup but,0.1
sign that says,0.1
service very friendly,0.1
service is great,0.1
restaurant is located,0.1
reason i didn't give,0.1
ready for pick up,0.1
quality of food and service,0.1
portions are more than,0.1
plenty of room,0.1
plenty of food,0.1
place to order,0.1
place that serves,0.1
place an order,0.1
pieces of pork,0.1
out of town guests,0.1
ordering our food,0.1
order from this place,0.1
order at the counter,0.1
makes you feel,0.1
love this restaurant,0.1
lots of seafood,0.1
lot of veggies,0.1
looking for a good chinese restaurant,0.1
last week,0.1
japanese and brazilian,0.1
ins and dives,0.1
in the mood for chinese food,0.1
immediately greeted,0.1
hung up on me,0.1
here at least times,0.1
hence the stars,0.1
have ever had in my life,0.1
grain of salt,0.1
friend told me,0.1
fried rice so,0.1
for the first time last night,0.1
food was nice,0.1
food here is pretty,0.1
food for your money,0.1
feel as though,0.1
east side of town,0.1
curry with roti,0.1
cucumber slices,0.1
couple of weeks,0.1
chinese food and this place,0.1
called in my order,0.1
brazilian fusion,0.1
brazilian and peruvian,0.1
brag about,0.1
bit on the pricey,0.1
below average,0.1
been looking for a good chinese,0.1
and beef chow fun,0.1
all over the place,0.1
a fast food chinese,0.1
one of my favorite,0.099881306
at the same time,0.099881306
separate checks,0.099778823
waited over minutes,0.099649015
tofu with vegetables,0.09964467
located in chinatown,0.09964467
decided to stay,0.09964467
chinese food in the area,0.09964467
upscale chinese,0.09953338
place offers,0.09953338
fancy place,0.09953338
duck fried rice,0.09953338
closest chinese,0.09953338
ordered egg,0.09953338
chinese cantonese,0.09953338
pepper chicken wings,0.09948718
serve dim,0.099432385
with pork fried rice,0.099404762
with chicken fried rice,0.099404762
mu shu pork and,0.099404762
and kung pao shrimp,0.099404762
and honey walnut shrimp,0.099404762
year's eve,0.099401802
falling apart,0.099312321
szechwan beef noodle,0.099121574
visited china,0.099074074
greeted immediately,0.099074074
real treat,0.099038462
live nearby,0.099038462
capital seafood,0.099038462
offer brown rice,0.098968031
fish and chicken fried rice,0.098968031
vegetable egg rolls,0.098934426
stir fried vegetables,0.098934426
seafood tofu,0.098810811
hard to find good chinese,0.098792453
glad i found this place,0.098792453
decided to try it out,0.098792453
chinese food this is the place,0.098792453
which is a good sign,0.09875
there is a wide variety,0.09875
hard as a rock,0.09875
supposed to be,0.098673759
belly bao,0.098636364
trips to vegas,0.098610187
location is convenient,0.098610187
group of girls,0.098610187
cuts of meat,0.098610187
service wasn't bad,0.098571429
mr sandwich,0.098421053
tasted stale,0.098112536
manager owner,0.098112536
left stuffed,0.098112536
guy making,0.098112536
enjoyable experience,0.098112536
crazy busy,0.098112536
the next day,0.098108108
since i was a kid,0.098108108
most of the time,0.098108108
for the most part,0.098108108
will not be ordering from,0.098
salt air margaritas,0.09798583
fried glutinous rice,0.097979274
complimentary hot,0.097979274
kung pao chicken was,0.097938367
chicken egg foo,0.09792568
pretty happy,0.097892075
place great food,0.097892075
nice dining,0.097892075
meat free,0.097892075
fresh fresh,0.097892075
hour before closing,0.097777778
lot of sauce,0.097619048
duck and roast pork,0.097468031
vegetarian egg rolls,0.097391304
shrimp fried rice was,0.097391304
pork chow mein and,0.097391304
ordered sweet and sour chicken,0.097391304
fried rice was pretty,0.097391304
craving chinese food and,0.097391304
beef lo mein and,0.097391304
salty sweet,0.097296837
brisket pho,0.097053348
on top of each other,0.097
look like much from the outside,0.097
drive all the way,0.097
as long as i can remember,0.097
vegetable fried rice was,0.096796066
ma po tofu and,0.096796066
xo spicy,0.096790085
noodle stew,0.096790085
friends house,0.096702886
wait mins,0.096577786
chicken emerald,0.096577786
bell peppers onions,0.096577786
food is always great,0.096470588
service great food,0.09642568
pretty amazing,0.096238532
town the food,0.096190476
lot of msg,0.096111111
food was very tasty,0.096111111
chicken with ginger,0.096111111
brought our food,0.096111111
beef with ginger,0.096111111
would have given it stars,0.095849057
i've been here a few times,0.095849057
can't wait to come back,0.095849057
bad but nothing special,0.095849057
at an affordable price,0.095849057
sum menu,0.095830442
type of noodle,0.095755781
drinking water,0.09550384
cold beer,0.09550384
lack luster,0.09548583
pei wei it,0.095396825
pad thai not,0.095396825
lunch specials you,0.095396825
fried rice also,0.095396825
chinese restaurant if,0.095396825
sour soup that,0.095396825
dim sum time,0.095396825
peak times,0.095324074
dinning experience,0.095288462
super authentic,0.09528338
priced lunch,0.09528338
pork pot,0.09528338
ordered kung,0.09528338
friends ordered,0.09528338
delicious crab,0.09528338
cooked noodles,0.09528338
bad bad,0.09528338
biz photos gj,0.095221053
envy roll,0.094962094
beef chicken and shrimp,0.094924242
glazed walnuts,0.09486391
right by my house,0.094827586
most important thing,0.094827586
laid back,0.094827586
flag them down,0.094827586
checking on us,0.094827586
backmy husband,0.094827586
sushi samba,0.094804257
in hot pot,0.094761905
style beef,0.094688142
regular dim,0.094688142
friend asked,0.094688142
low grade,0.0946875
close proximity,0.0946875
an excellent job,0.094472256
their kung pao chicken,0.09425
standard chinese restaurant,0.09425
wife thought,0.094094191
service i ordered,0.093968254
meal the food,0.093968254
food the food,0.093968254
burger joint,0.093842917
order delivery,0.093629837
broth inside,0.093629837
bit hard,0.093629837
super oily,0.093516693
mexican asian,0.093516693
david wong's,0.093257576
stew noodles,0.093240274
beef fried rice,0.093237148
egg roll crab puff,0.092827786
orange chicken orange chicken,0.092816318
orange chicken mongolian beef,0.092816318
orange chicken beef,0.092816318
fried rice crab,0.092816318
chicken sweet sour,0.092816318
chicken jerk fried rice,0.092816318
chicken jerk chicken,0.092816318
chicken jerk,0.092816318
chicken fried rice egg,0.092816318
chicken emerald chicken,0.092816318
chicken broccoli beef,0.092816318
beef sesame chicken,0.092816318
seared chicken,0.092788241
extremely spicy,0.092651801
running errands,0.092387518
la fitness,0.092387518
cofco center,0.092387518
york style chinese,0.091687148
great food great,0.091687148
sun city,0.091653543
chilli oil,0.091653543
plain fried rice,0.091641304
authentic cantonese food,0.091641304
dragon island,0.091298213
don't be afraid,0.090676643
soup egg,0.09067568
chicken mongolian,0.09067568
sum cart,0.090621574
serve ice cream,0.090621574
house lo,0.090621574
hong kong style pan fried noodles,0.090621574
average chinese buffet,0.090575731
pei wei spicy,0.090487148
free delivery,0.090464354
hand cut,0.090434426
yang chow fried,0.090187148
chicken tasted,0.090080442
ton noodles,0.090072757
order delivered,0.090072757
eating sushi,0.090072757
worse and worse,0.09
when we first walked,0.09
what's the point,0.09
wait an hour,0.09
totally recommend,0.09
times i've been,0.09
the dim sum dishes,0.09
take out or delivery,0.09
surprised by how,0.09
supposed to taste,0.09
sum in vegas,0.09
stir krazy,0.09
sit down meal,0.09
service was terrible,0.09
service is friendly,0.09
service is always great,0.09
seated after us,0.09
satisfied with the food,0.09
quality of food,0.09
prompt and courteous,0.09
prices are average,0.09
places for dim,0.09
place is legit,0.09
place is clean,0.09
place for a quick,0.09
out of the ordinary,0.09
out of the box,0.09
orange chicken were,0.09
orange chicken they,0.09
on several occasions,0.09
not authentic chinese food,0.09
my favorite thing on the menu,0.09
mongolian beef we,0.09
matter of fact,0.09
lunch last week,0.09
lots of choices,0.09
lot of water,0.09
looking for a place to eat,0.09
lo mein for,0.09
lazy to drive,0.09
is by far the best chinese,0.09
in the middle of the desert,0.09
hotel and casino,0.09
home for lunch,0.09
hint of sweetness,0.09
heard about this place,0.09
group of friends,0.09
glass of wine,0.09
ginger and scallion,0.09
friday and saturday,0.09
food here is great,0.09
food for a good price,0.09
everything is made to order,0.09
entrees we ordered,0.09
efficient and friendly,0.09
eating at this restaurant,0.09
didn't get a chance,0.09
dan noodles,0.09
close to closing time,0.09
chicken with broccoli,0.09
cheap lunch specials,0.09
came out very quickly,0.09
by any means,0.09
based on reviews,0.09
asked if they could,0.09
are in the mood for chinese,0.09
and egg drop soup,0.09
and chicken lo mein,0.09
an early dinner,0.09
am very picky,0.09
the rest of the,0.089881306
the portions are,0.089881306
the food is always,0.089881306
sticky rice wrapped in,0.089649805
kitchen is open,0.08964467
chinese food on the strip,0.08964467
po chicken,0.08953338
tasty chinese,0.08953338
fusion place,0.08953338
chicken cake,0.08953338
worth checking out,0.089496403
thai ice,0.089432385
write home about,0.089377709
potato fries,0.089312321
chinese foodthis,0.089220015
quality quantity,0.089074074
kinda hard,0.089074074
kinda dirty,0.089074074
immediately brought,0.089074074
dining space,0.089074074
couple dollars,0.089074074
fast paced,0.089063416
family owned business,0.089038462
favorite restaurants,0.088844416
favorite places,0.088844416
stay in business,0.088792453
staff is really friendly,0.088792453
reminded me of,0.088792453
order from here again,0.088792453
one of my favorite spots,0.08875
as good as i remember,0.08875
chinese mexican,0.088649971
plenty of space,0.088610187
francisco bay,0.088421053
add soy,0.088118922
prepared quickly,0.088112536
fairly close,0.088112536
mouth is watering,0.088108108
zhou beef,0.087979274
cabbage dumplings,0.087979274
gluten free options,0.087972888
beef noodle soup is,0.087938367
waiting staff,0.087892075
valley great,0.087892075
rice yum,0.087892075
lo mein fried,0.087892075
eat family,0.087892075
eat buffet,0.087892075
dumplings pork,0.087892075
delicious crispy,0.087892075
normal chinese,0.087879837
light crispy,0.087855659
marinated chilean sea,0.087733374
this dim sum,0.087619048
peking duck is,0.087619048
lettuce wraps for,0.087619048
hot pot this,0.087619048
close to where i live,0.087542453
bbq pork and roast,0.087468031
wor wonton soup and,0.087391304
order of fried rice,0.087391304
food and friendly service,0.087391304
beef and orange chicken,0.087391304
great customer,0.087330442
pan fried egg,0.087296837
noodles were great,0.087142857
mouth tender,0.087053348
times over the past,0.087
staying at the venetian,0.087
ready in minutes,0.086926643
spicy tuna roll and,0.086796066
pepper pork chops and,0.086796066
moo shu pork and,0.086796066
melon soup,0.086790085
great prices great,0.086577786
chicken beef broccoli,0.086577786
arrived minutes,0.086577786
sweet and sour chicken fried rice,0.086577786
fried rice sweet and sour chicken,0.086577786
chicken sweet and sour pork,0.086577786
lunch yesterday,0.086465378
culinary experience,0.086429766
sour shrimp,0.08642568
sum dishes,0.08642568
had hot sour soup,0.086352814
general tso's chicken was,0.086352814
soup fried rice and,0.086352814
chicken orange chicken and,0.086352814
pull noodles,0.086325731
important thing,0.08625
eat half,0.086238532
clean atmosphere,0.086238532
vegas the service,0.086190476
soup the chicken,0.086190476
soup i love,0.086190476
service we ordered,0.086190476
restaurant we ordered,0.086190476
nice the service,0.086190476
minutes the food,0.086190476
great the egg,0.086190476
food the owner,0.086190476
chicken the orange,0.086190476
busy the food,0.086190476
staff has always been,0.086111111
service we received,0.086111111
sauce was a bit,0.086111111
pork or chicken,0.086111111
plenty of veggies,0.086111111
place is a bit,0.086111111
lots of vegetables,0.086111111
lot of fun,0.086111111
food was not bad,0.086111111
bunch of friends,0.086111111
newly opened,0.086090226
jerk chicken fried rice,0.085937148
chicken quesadilla,0.085937148
wait for a table,0.085851276
won't be coming back,0.085849057
plus sauces dressings,0.085849057
i'll definitely be back,0.085849057
at least times a week,0.085849057
ordered kung pao chicken,0.085830442
food didn't taste,0.085714286
interesting mix,0.08550384
thank goodness,0.085470678
noodle soup you,0.085396825
lo mein they,0.085396825
lo mein but,0.085396825
general tso's was,0.085396825
fried rice when,0.085396825
fried rice no,0.085396825
egg rolls had,0.085396825
dim sum when,0.085396825
chow mein we,0.085396825
chow mein they,0.085396825
ordered pad thai,0.08528338
spicy red,0.08528338
red shrimp,0.08528338
red curry chicken,0.08528338
pork noodle,0.08528338
expensive sushi,0.08528338
beef pad thai,0.08528338
photos gj bxupv,0.085221053
of egg drop soup,0.085081224
favorite things,0.085049343
skeptical at first,0.084827586
order from them again,0.084827586
i've had in a long,0.084827586
family has been going,0.084827586
during peak hours,0.084827586
an acquired taste,0.084827586
com biz photos ohfh alqqq niebd,0.084773867
variety of sauces,0.084721298
a daily basis,0.084721298
speaks chinese,0.084714354
soft opening,0.084705882
hunan style,0.084705882
duck wonton,0.084688142
beef hot pot,0.084688142
wide range,0.0846875
won't be going back,0.084599057
only reason i didn't give,0.084599057
i'll be back to try,0.084599057
special chow,0.084094191
golden egg roll,0.083744344
egg foo yung was,0.083654762
great company,0.083629837
ywng tnejog select,0.083345295
traditional chinese restaurant,0.083294848
a couple weeks ago,0.083060811
egg roll crab,0.082874082
lunch buffet sr,0.082827786
jade red chicken jerk,0.082827786
sour chicken fried rice,0.082816318
soup crab,0.082816318
rice egg rolls,0.082816318
orange chicken kung,0.082816318
mein orange chicken,0.082816318
fried rice egg,0.082816318
chicken teriyaki chicken,0.082816318
ribs in black bean,0.082783605
dim sum places in,0.082783605
couple of years ago,0.082783605
won ton noodles,0.082681453
poa chicken,0.082229274
wall chinese,0.08217568
overpriced chinese,0.082142075
chicken mushroom,0.082142075
chicken extra spicy,0.082142075
sum places,0.081687148
fried won,0.081687148
free menu,0.081687148
cooked pork,0.081687148
shredded cabbage,0.081653543
pickled cabbage,0.081653543
peppered steak,0.081653543
past weekend,0.081653543
boiled peanuts,0.081653543
fish fried rice,0.08067568
ton noodle,0.080621574
tea ice,0.080621574
steamed bbq pork,0.080621574
chicken corn soup,0.080575731
shrimp pad,0.080497959
cold appetizers,0.080464354
vegetable fried,0.080187148
love dumplings,0.080072757
thai wonton,0.080072757
owned restaurant,0.080033605
huge chunks,0.080033605
family owned restaurant,0.080033605
writing a review,0.08
wound up,0.08
woke up,0.08
what the heck,0.08
went on a saturday night,0.08
watch them make,0.08
warm and inviting,0.08
wait longer,0.08
wait in line,0.08
two other tables,0.08
turned off by,0.08
took one bite,0.08
told our server,0.08
to be one of my favorite,0.08
this place is definitely worth,0.08
this is the real deal,0.08
this is the best chinese food,0.08
there were only two other,0.08
the yang chow fried rice,0.08
the singapore rice noodles,0.08
the pan fried noodle,0.08
the egg foo yung,0.08
the deep fried chicken,0.08
the chow fun noodles,0.08
terms of food,0.08
tables and chairs,0.08
spring rolls we,0.08
slices of beef,0.08
single thing,0.08
service was top notch,0.08
service is a bit,0.08
served on a bed,0.08
round trip,0.08
rib eye bao,0.08
restaurants i've been to,0.08
rest of the menu,0.08
reasonable amount of time,0.08
prices were a bit,0.08
price is reasonable,0.08
pretty good service,0.08
posted on the wall,0.08
plain and simple,0.08
places i've been to,0.08
placed our orders,0.08
place was packed,0.08
place is very clean,0.08
place another chance,0.08
peruvian and brazilian,0.08
perfect amount of food,0.08
part of the meal,0.08
one of the best,0.08
one of my favorite places,0.08
on my next visit,0.08
night of partying,0.08
mix and match,0.08
lots of water,0.08
is one of my favorite chinese,0.08
interested in trying,0.08
in the meantime,0.08
i'm not complaining,0.08
i am not a big fan,0.08
husband and wife,0.08
hole in a wall,0.08
has gone downhill,0.08
hard to screw up,0.08
get take out from here,0.08
fun to watch,0.08
from the outside,0.08
friendly and the food,0.08
for the price you pay,0.08
for real chinese food,0.08
food has always been,0.08
experience i've ever had,0.08
expect good service,0.08
every single dish,0.08
eaten at the restaurant,0.08
easy to miss,0.08
during happy hour,0.08
don't let the name,0.08
decor is very nice,0.08
couple of years,0.08
close to the strip,0.08
clean and tidy,0.08
clean and the staff,0.08
chunks of beef,0.08
chinese food in the,0.08
chicken and lo mein,0.08
can't remember the name,0.08
can't beat the price,0.08
by far the best chinese food,0.08
broccoli and beef,0.08
bring your food,0.08
bowl of rice,0.08
bowl of broth,0.08
better than most places,0.08
best thing about this place,0.08
been here numerous times,0.08
beef or chicken,0.08
at the sushi bar,0.08
arrived in minutes,0.08
around the corner,0.08
and house fried rice,0.08
and cheap chinese food,0.08
p f chang's,0.079881306
nothing to write home,0.079881306
variety of choices,0.07964467
fan of buffets,0.07964467
orange chicken lunch special,0.07953338
sesame chicken lunch,0.07953338
ordered pork fried,0.07953338
great happy,0.07953338
greasy chinese,0.07953338
decent service,0.07953338
chinese gourmet,0.079510497
vegetable lo mein and,0.079404762
love spicy food,0.079372131
the moo goo gai pan,0.079331224
miso marinated chilean sea,0.079312321
recommend checking,0.079074074
pleasant atmosphere,0.079074074
older asian,0.079074074
authentic hk,0.079074074
ton mein,0.079044848
tofu lettuce,0.079044848
spicy peanut,0.079044848
pao veggies,0.079044848
epic fail,0.079038462
large pieces,0.078968031
hard to understand,0.078965517
your typical fast food,0.078955882
large variety,0.078810811
chinese restaurants in the area,0.078792453
they have a large selection,0.07875
some of their other dishes,0.07875
been eating here for years,0.07875
check it out,0.078673759
scoop of rice,0.078610187
fusion of mexican,0.078610187
couple of bites,0.078610187
bottles of water,0.078610187
food i've ever eaten,0.078571429
food i've eaten,0.078571429
love love this place,0.078533605
food in las vegas,0.078533605
stumbled upon,0.078430345
pretty much,0.078288856
older gentleman,0.078212966
norm r,0.078104774
better than,0.078
an appetizer,0.078
sausage fried,0.077979274
night eats,0.077979274
large round,0.077979274
pre cooked,0.077972888
egg foo young and,0.077938367
prices decent,0.077892075
strip mall chinese,0.077892075
spicy sweet,0.077892075
spicy hot,0.077892075
reasonable service,0.077892075
friendly wait,0.077892075
lunch special prices,0.077844848
fried rice as,0.077777778
fried rice are,0.077777778
with dim sum,0.077619048
on dim sum,0.077619048
left this place,0.077619048
good orange chicken,0.077619048
food at home,0.077619048
egg rolls as,0.077619048
chinese restaurants have,0.077619048
pork and roast duck,0.077468031
white meat chicken and,0.077391304
sweet sour chicken was,0.077391304
sweet sour chicken and,0.077391304
sizzling rice soup and,0.077391304
roll and fried rice,0.077391304
rice and kung pao,0.077391304
pineapple fried rice and,0.077391304
pepper chicken wings and,0.077391304
ordered sweet and sour,0.077391304
orange chicken and fried rice,0.077391304
orange chicken and beef,0.077391304
mom and pop place,0.077391304
love love love the,0.077391304
kung pao beef and,0.077391304
great lunch specials and,0.077391304
great chinese food in,0.077391304
fried rice and crab,0.077391304
dark meat chicken,0.077391304
chicken sweet and sour,0.077391304
black pepper chicken and,0.077391304
big fan of chinese,0.077391304
thai noodles,0.077296837
house fried,0.077242704
pick up food,0.077142857
noodles with pork,0.077142857
complain about the price,0.077
away from the strip,0.077
steamed pork buns and,0.076796066
egg flower soup was,0.076796066
chicken pork beef,0.076577786
chicken beef pork,0.076577786
uw plaza,0.076538462
rental car,0.076538462
light batter,0.076429766
fast food place,0.07642568
clean restaurant,0.07642568
service great food and,0.076352814
japanese brazilian and peruvian,0.076352814
general tso's chicken and,0.076352814
authentic chinese food i've,0.076352814
and general tso's chicken,0.076352814
push carts,0.076341043
common sense,0.076341043
tasty broth,0.076238532
craving asian,0.076202115
rice the sauce,0.076190476
noodles with bbq pork,0.076120393
wait a few minutes,0.076111111
types of noodles,0.076111111
location is a bit,0.076111111
food is always delicious,0.076111111
couple of minutes,0.076111111
chicken with mushrooms,0.076111111
sit at the bar,0.075851276
when i'm in vegas,0.075849057
don't want to spend,0.075849057
best fried rice i've ever,0.075849057
tiny pieces,0.075490074
thank god,0.075470678
spring rolls that,0.075396825
sour soup they,0.075396825
place a lot,0.075396825
pei wei was,0.075396825
orange chicken on,0.075396825
las vegas my,0.075396825
fried rice were,0.075396825
fried rice very,0.075396825
fried rice just,0.075396825
fried rice i'm,0.075396825
fried rice at,0.075396825
dim sum good,0.075396825
dim sum from,0.075396825
chinese restaurant as,0.075396825
red pork,0.07528338
fried lobster,0.07528338
favorite items,0.07528338
duck fried,0.07528338
bad customer service,0.07528338
steamed dim,0.07528338
shrimp pork,0.07528338
rude service,0.07528338
pot dishes,0.07528338
nice family,0.07528338
nice bowl,0.07528338
love thai,0.07528338
love panda,0.07528338
left happy,0.07528338
fried perfectly,0.07528338
flavorful sauce,0.07528338
drink water,0.07528338
bad quality,0.07528338
yum goong,0.075221053
chicken pork and shrimp,0.074924242
noodle soup the soup,0.074924242
mein sweet and sour,0.074924242
fried rice the rice,0.074924242
food was great service,0.074924242
exuw select,0.074924242
chicken beef and broccoli,0.074924242
would definitely recommend,0.074827586
time frame,0.074827586
sprinkled on top,0.074827586
nothing really stood out,0.074827586
let me explain,0.074827586
it'd be,0.074827586
don't really care,0.074827586
com biz photos gj bxupv ywng,0.074773867
like fried rice,0.074761905
light brown,0.074705882
ordered won ton,0.074688142
previously frozen,0.0746875
changed ownership,0.0746875
size bowl,0.074429463
taiwanese dishes,0.074094191
place we ordered,0.073968254
food the prices,0.073968254
thai iced tea was,0.073654762
peppers onions,0.073153543
our favorite chinese restaurant,0.073060811
combo platter,0.072881379
roll crab puff,0.072827786
red chicken jerk,0.072827786
emerald chicken jerk,0.072827786
sour soup egg,0.072816318
rice egg roll,0.072816318
orange chicken mongolian,0.072816318
mongolian beef shrimp,0.072816318
entree rice,0.072816318
chicken general tso's,0.072816318
they serve dim sum,0.072783605
kung pao sauce,0.072681453
room service,0.072651801
golden harvest,0.072387518
bamboo shoot,0.072387518
pho kim long is,0.072188367
average chinese,0.07217568
chicken honey,0.072142075
mein fried rice,0.072142075
fried rice lo,0.072142075
fried rice chow,0.072142075
shrimp har,0.07208797
veggie spring,0.071687148
veggie fried,0.071687148
sum items,0.071687148
mein noodles,0.071687148
favorite spots,0.071687148
selling point,0.071653543
mai har,0.071653543
fell flat,0.071653543
veggie rolls,0.071408769
south east,0.071298213
ready for pickup,0.071077586
that's to be expected,0.070676643
year old daughter,0.070676643
special fried rice,0.07067568
beef stir,0.070667995
vegetable chow,0.070621574
real ice,0.070621574
rice with soy sauce,0.070575731
cup of egg drop,0.070575731
singapore rice,0.070497959
wei asian,0.070072757
sum options,0.070072757
pei wei asian,0.070072757
favorite thai,0.070072757
beef egg foo,0.070072757
traditional menu,0.070072757
oil sauce,0.070072757
lunch meals,0.070072757
cold shrimp,0.070072757
open mind,0.070033605
nice change,0.070033605
york style,0.07
with a side of rice,0.07
will never eat here again,0.07
where you can watch,0.07
went here last night,0.07
week for lunch,0.07
we're in the mood for,0.07
wait for the food,0.07
visited this restaurant,0.07
variety of food,0.07
turned me off,0.07
trip to vegas,0.07
too much msg,0.07
told me it would be,0.07
times a week,0.07
thought we would give,0.07
this is by far my favorite,0.07
the szechwan beef noodle soup,0.07
the salt pepper pork,0.07
the pho dac biet,0.07
the neo tokyo roll,0.07
the house special fried rice,0.07
the gluten free menu,0.07
the crab won tons,0.07
the best chinese buffet,0.07
the beef stew noodle soup,0.07
the beef chow mein,0.07
taste the food,0.07
sum all day,0.07
suggested we try,0.07
stars because the food,0.07
staff is awesome,0.07
sour soup so,0.07
service was pretty,0.07
service was on point,0.07
salty for my taste,0.07
reviews the food,0.07
rest of the food,0.07
quality of their food,0.07
pot stickers for,0.07
pm and the place,0.07
plates and utensils,0.07
place to sit,0.07
place in town,0.07
place in phoenix,0.07
place in arizona,0.07
place has become,0.07
pieces of sushi,0.07
pieces of chicken,0.07
piece of fish,0.07
pick up my order,0.07
pho i've ever had,0.07
owned and run,0.07
overall the food was,0.07
out of the kitchen,0.07
our table,0.07
orders were taken,0.07
on the pricey side,0.07
on my way home,0.07
on diners drive ins and dives,0.07
number of years,0.07
nothing really special,0.07
noodle soup my,0.07
no apology,0.07
my first dim sum experience,0.07
moved to this area,0.07
moment we walked,0.07
minutes for our food,0.07
menu the food,0.07
menu is extensive,0.07
lot of restaurants,0.07
look at the menu,0.07
long periods of time,0.07
little more expensive than,0.07
knock your socks off,0.07
kind of gross,0.07
keeps me coming,0.07
impressed with the food,0.07
if you want to eat,0.07
i'd give it a try,0.07
i have been here many times,0.07
i had the sweet and sour,0.07
heard good things,0.07
has been consistently,0.07
hard to chew,0.07
handful of times,0.07
good chinese food,0.07
go to place for chinese food,0.07
give this place a star,0.07
front of the house,0.07
fresh and tasty,0.07
food was bad,0.07
food this place,0.07
food on the other hand,0.07
food i have ever eaten,0.07
favorite part of the meal,0.07
fan of panda,0.07
fan of duck,0.07
everything is made fresh,0.07
every once in awhile,0.07
end of the meal,0.07
east coast style,0.07
don't be scared,0.07
dinner the food,0.07
difficult to eat,0.07
decided to dine,0.07
days a week,0.07
day of the week,0.07
da bomb,0.07
crispy on the outside,0.07
craving for sushi,0.07
close to home,0.07
chow mein but,0.07
chop and wok,0.07
chinese food i've had,0.07
chinese food i have ever,0.07
checked up on us,0.07
check in offer,0.07
change of pace,0.07
care less about,0.07
call in your order,0.07
by the time we,0.07
bland and boring,0.07
bit of a language barrier,0.07
bit more expensive than,0.07
been here many times,0.07
beef with fried,0.07
beef over rice,0.07
at the end of the meal,0.07
asked if we could,0.07
asked for a refund,0.07
and you get a lot,0.07
and combination fried rice,0.07
am so glad,0.07
after being seated,0.07
add a lot,0.07
a good amount of food,0.07
a bit on the,0.07
this past sunday,0.06964467
service is impeccable,0.06964467
looked forward to,0.06964467
kinds of meat,0.06964467
couple bites of,0.06964467
be hard pressed,0.06964467
a friend's recommendation,0.06964467
usual chinese,0.06953338
sized place,0.06953338
regular chinese restaurant,0.06953338
popular place,0.06953338
ordered shrimp fried rice,0.06953338
ordered shrimp fried,0.06953338
lobster fried rice,0.06953338
delivery service,0.06953338
chinese breakfast,0.06953338
chicken chop,0.06953338
amazing service,0.06953338
messed up,0.069496403
to pho kim long,0.069331224
vegetarian option,0.069074074
st visit,0.069074074
lady owner,0.069074074
hot jasmine,0.069074074
families eating,0.069074074
expensive compared,0.069074074
delivery range,0.069074074
shrimp wrapped,0.069044848
plain fried,0.069044848
free soy,0.069044848
free options,0.069044848
dumplings filled,0.069044848
bbq pork fried rice and,0.069044848
ate half,0.069044848
taste test,0.069038462
their happy hour menu,0.068934426
black beans and jerk,0.068934426
hand rolls,0.068901309
filled with,0.068792453
chinese food i've had in,0.068792453
just the right amount of spice,0.06875
location in chandler,0.068610187
service was good food,0.068571429
chicken with fried rice,0.068533605
chicken with brown rice,0.068533605
beef noodle soup and,0.068533605
beef chow fun and,0.068533605
authentic chinese food in,0.068533605
com biz photos ohfh alqqq,0.068421053
brought out,0.068288856
style cafe,0.068118922
tasty treats,0.068112536
chicken kung pao chicken and,0.068006357
what more can you ask,0.068
too salty,0.068
vietnamese spring,0.067979274
vegas weekly,0.067979274
